id,date,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twentyone,twentytwo,twentythree,twentyfour
2129,2002/12/22,0,0,0,0,0,0,137,285,426,513,682,730,893,923,985,913,852,701,604,496,406,255,0,0
2130,2007/1/3,0,0,0,0,0,0,96,206,340,491,510,528,663,891,926,712,568,518,493,380,246,195,0,0
2131,2010/8/17,0,0,0,0,0,0,7,148,243,425,542,728,802,823,923,819,772,712,432,279,161,20,0,0
2132,2018/7/31,0,0,0,0,0,0,42,72,143,314,594,769,801,955,985,805,774,758,353,303,121,57,0,0
2133,2010/8/27,0,0,0,0,0,0,89,116,183,373,543,607,901,931,933,909,726,579,531,312,141,95,0,0
2134,2008/3/14,0,0,0,0,0,0,115,222,262,393,404,513,726,848,902,773,678,491,393,309,252,197,0,0
2135,2013/5/11,0,0,0,0,0,0,0,142,252,279,306,402,569,628,849,592,464,374,279,261,190,88,0,0
2136,2006/2/18,0,0,0,0,0,0,1,102,301,334,378,505,540,582,930,566,536,494,355,320,266,44,0,0
2137,2022/12/4,0,0,0,0,0,0,27,112,254,364,609,721,841,985,996,847,729,634,561,318,139,104,0,0
2138,2020/11/6,0,0,0,0,0,0,55,155,222,270,321,355,546,934,958,678,425,353,311,269,166,79,0,0
2139,2016/10/17,0,0,0,0,0,0,65,110,273,371,541,547,786,838,959,809,578,543,463,294,168,91,0,0
2140,2020/7/27,0,0,0,0,0,0,18,185,252,358,672,712,852,877,907,873,746,712,426,271,209,121,0,0
2141,2003/8/4,0,0,0,0,0,0,69,219,287,334,484,554,628,857,914,847,620,522,440,303,247,182,0,0
2142,2003/7/2,0,0,0,0,0,0,50,59,147,207,332,496,537,780,782,651,525,378,214,165,97,53,0,0
2143,2012/6/2,0,0,0,0,0,0,4,109,203,507,714,752,797,875,877,861,769,728,640,254,170,94,0,0
2144,2006/4/24,0,0,0,0,0,0,66,124,202,268,348,557,855,867,942,858,761,538,309,246,155,120,0,0
2145,2019/8/2,0,0,0,0,0,0,94,508,609,666,727,818,905,935,961,932,886,746,695,651,604,107,0,0
2146,2004/3/24,0,0,0,0,0,0,72,203,426,463,492,703,881,942,962,940,877,647,465,435,372,196,0,0
2147,2008/4/28,0,0,0,0,0,0,37,54,81,221,398,565,606,773,874,711,582,511,334,208,78,38,0,0
2148,2003/9/21,0,0,0,0,0,0,13,174,378,591,644,824,881,981,992,885,877,785,594,401,325,129,0,0
2149,2023/2/3,0,0,0,0,0,0,268,418,488,645,748,860,878,941,999,915,862,761,660,585,461,286,0,0
2150,2000/10/29,0,0,0,0,0,0,8,96,154,228,363,753,865,905,911,897,848,467,363,196,109,55,0,0
2151,2008/8/21,0,0,0,0,0,0,47,306,417,509,586,630,788,858,1000,848,726,594,513,492,354,70,0,0
2152,2009/5/19,0,0,0,0,0,0,35,125,272,372,490,553,693,820,932,795,593,544,399,273,212,67,0,0
2153,2008/1/8,0,0,0,0,0,0,3,117,202,420,466,812,910,953,983,950,831,540,428,284,122,36,0,0
2154,2010/5/9,0,0,0,0,0,0,138,233,264,548,703,730,769,842,996,837,740,708,632,346,247,186,0,0
2155,2005/11/19,0,0,0,0,0,0,29,107,226,408,484,528,790,956,988,868,530,506,448,391,130,40,0,0
2156,2016/12/29,0,0,0,0,0,0,161,227,370,574,738,869,923,967,989,961,883,800,621,379,366,202,0,0
2157,2002/1/20,0,0,0,0,0,0,15,107,294,334,656,807,900,973,998,910,826,678,508,297,169,30,0,0
2158,2003/2/18,0,0,0,0,0,0,41,178,298,346,380,647,778,819,819,786,662,499,359,322,287,84,0,0
2159,2021/4/11,0,0,0,0,0,0,81,324,474,580,708,817,872,919,964,875,851,778,583,487,341,182,0,0
2160,2002/11/22,0,0,0,0,0,0,78,136,177,305,338,605,664,784,931,745,625,549,328,181,171,135,0,0
2161,2007/9/29,0,0,0,0,0,0,87,198,360,375,558,714,824,908,925,886,785,702,424,361,251,101,0,0
2162,2006/8/10,0,0,0,0,0,0,29,158,282,392,498,760,857,952,990,905,820,714,408,369,198,95,0,0
2163,2019/11/9,0,0,0,0,0,0,17,63,88,178,388,651,709,886,955,811,667,388,313,131,66,30,0,0
2164,2005/12/13,0,0,0,0,0,0,217,254,293,505,689,735,892,907,972,895,776,732,667,494,256,232,0,0
2165,2017/4/1,0,0,0,0,0,0,111,206,402,442,490,505,774,825,934,802,702,495,445,437,240,169,0,0
2166,2024/2/24,0,0,0,0,0,0,6,178,253,333,524,605,843,884,980,855,640,587,357,289,188,81,0,0
2167,2016/7/6,0,0,0,0,0,0,2,54,314,374,424,479,649,844,897,808,615,468,421,340,146,26,0,0
2168,2003/7/30,0,0,0,0,0,0,65,112,246,504,523,615,908,997,998,921,683,612,521,417,203,85,0,0
2169,2006/1/3,0,0,0,0,0,0,96,210,321,400,492,578,750,838,856,796,680,547,475,340,263,128,0,0
2170,2000/3/16,0,0,0,0,0,0,86,184,310,496,541,657,807,924,983,898,706,583,509,404,267,160,0,0
2171,2010/7/15,0,0,0,0,0,0,11,73,316,488,735,834,873,953,989,879,840,810,533,426,81,49,0,0
2172,2022/3/10,0,0,0,0,0,0,127,162,412,542,694,756,853,898,950,865,757,700,642,500,173,146,0,0
2173,2005/9/11,0,0,0,0,0,0,104,306,445,478,579,783,814,950,974,904,798,733,524,470,414,224,0,0
2174,2023/5/20,0,0,0,0,0,0,141,158,355,550,740,779,899,968,996,900,888,755,553,446,161,155,0,0
2175,2020/5/18,0,0,0,0,0,0,38,397,444,489,804,866,944,958,970,955,894,834,564,477,435,357,0,0
2176,2013/9/25,0,0,0,0,0,0,39,76,305,559,605,782,848,938,962,870,806,744,585,381,298,62,0,0
2177,2021/10/11,0,0,0,0,0,0,9,120,193,478,614,792,917,945,986,926,892,740,611,387,141,69,0,0
2178,2001/5/3,0,0,0,0,0,0,22,134,310,553,568,601,676,744,787,702,673,583,563,410,156,54,0,0
2179,2003/12/23,0,0,0,0,0,0,57,124,300,325,368,569,666,797,819,796,666,494,340,321,155,122,0,0
2180,2020/1/18,0,0,0,0,0,0,65,215,398,538,676,733,803,848,874,815,794,732,660,524,279,179,0,0
2181,2006/10/30,0,0,0,0,0,0,33,89,113,212,345,538,684,950,962,729,575,510,300,201,109,87,0,0
2182,2001/8/7,0,0,0,0,0,0,231,324,482,603,634,760,778,909,938,906,778,664,620,535,370,283,0,0
2183,2000/3/5,0,0,0,0,0,0,65,155,232,365,467,663,806,880,937,862,708,534,450,235,188,144,0,0
2184,2011/6/29,0,0,0,0,0,0,2,135,154,207,329,410,780,890,982,871,617,372,256,163,139,24,0,0
2185,2001/6/24,0,0,0,0,0,0,3,109,191,352,505,656,792,893,979,836,754,523,394,199,153,5,0,0
2186,2017/10/2,0,0,0,0,0,0,50,83,106,288,345,577,765,865,897,766,619,391,296,149,90,58,0,0
2187,2022/1/30,0,0,0,0,0,0,96,302,332,446,618,707,850,935,988,901,801,639,576,428,330,256,0,0
2188,2020/7/9,0,0,0,0,0,0,140,245,426,599,673,729,837,916,929,862,804,683,632,468,384,184,0,0
2189,2021/8/19,0,0,0,0,0,0,259,345,462,551,694,730,851,916,990,903,751,715,583,543,384,326,0,0
2190,2019/6/18,0,0,0,0,0,0,255,448,634,661,713,811,868,958,960,927,816,720,675,644,477,264,0,0
2191,2020/3/6,0,0,0,0,0,0,76,151,294,520,700,723,799,961,966,849,777,703,681,436,246,107,0,0
2192,2019/2/4,0,0,0,0,0,0,134,217,283,604,670,759,776,809,831,783,774,685,615,528,218,173,0,0
2193,2011/7/16,0,0,0,0,0,0,89,143,159,337,519,532,643,793,943,769,607,523,368,246,155,109,0,0
2194,2004/9/17,0,0,0,0,0,0,122,201,255,261,307,430,578,614,709,579,532,360,304,257,248,166,0,0
2195,2005/12/8,0,0,0,0,0,0,16,123,224,282,415,790,878,939,998,885,821,489,326,249,175,115,0,0
2196,2004/9/8,0,0,0,0,0,0,34,89,117,259,377,531,699,878,907,739,560,459,301,122,108,83,0,0
2197,2002/4/17,0,0,0,0,0,0,32,195,329,397,422,430,595,889,940,772,578,427,418,350,255,99,0,0
2198,2013/8/16,0,0,0,0,0,0,63,277,407,420,449,545,835,911,945,877,589,513,426,411,375,213,0,0
2199,2011/2/10,0,0,0,0,0,0,25,192,233,239,482,509,605,734,989,713,514,507,357,239,228,63,0,0
2200,2019/12/9,0,0,0,0,0,0,12,243,271,395,492,609,776,893,940,835,624,532,421,278,254,243,0,0
2201,2022/10/16,0,0,0,0,0,0,13,48,133,244,295,391,564,720,810,618,410,301,292,210,116,37,0,0
2202,2004/9/6,0,0,0,0,0,0,58,274,532,556,593,620,697,737,772,701,687,600,578,551,374,263,0,0
2203,2017/10/11,0,0,0,0,0,0,55,181,386,411,616,682,790,960,969,922,716,624,542,389,369,74,0,0
2204,2018/10/3,0,0,0,0,0,0,31,137,257,270,445,484,689,753,771,714,524,466,432,257,199,90,0,0
2205,2008/10/13,0,0,0,0,0,0,27,142,217,429,497,659,804,937,975,829,707,562,494,331,144,50,0,0
2206,2021/1/13,0,0,0,0,0,0,76,183,283,427,443,522,548,591,940,553,530,508,442,339,207,82,0,0
2207,2001/10/3,0,0,0,0,0,0,120,141,231,252,320,369,513,916,986,521,474,347,263,237,193,121,0,0
2208,2013/2/24,0,0,0,0,0,0,2,124,185,212,293,360,601,890,904,887,470,333,266,200,173,90,0,0
2209,2015/5/8,0,0,0,0,0,0,158,192,307,361,577,660,860,936,978,928,691,586,425,356,247,192,0,0
2210,2010/5/30,0,0,0,0,0,0,63,212,367,376,460,813,913,921,949,918,894,524,458,369,362,172,0,0
2211,2018/5/29,0,0,0,0,0,0,63,166,372,454,490,797,857,886,903,874,830,772,471,384,215,109,0,0
2212,2021/10/18,0,0,0,0,0,0,2,158,324,413,483,590,715,840,941,807,608,550,452,405,204,36,0,0
2213,2020/6/28,0,0,0,0,0,0,57,85,96,286,490,536,592,710,770,596,573,525,313,267,92,68,0,0
2214,2003/4/18,0,0,0,0,0,0,20,123,337,463,474,586,760,881,908,870,751,489,471,389,167,84,0,0
2215,2007/5/16,0,0,0,0,0,0,6,97,178,244,381,414,439,604,716,440,425,392,265,221,160,16,0,0
2216,2016/3/24,0,0,0,0,0,0,97,159,206,251,451,541,624,745,969,665,582,485,447,218,194,127,0,0
2217,2023/12/30,0,0,0,0,0,0,18,138,259,317,491,618,754,875,879,778,620,591,417,264,256,115,0,0
2218,2004/11/23,0,0,0,0,0,0,82,262,395,559,599,637,725,907,947,795,653,629,578,449,295,145,0,0
2219,2019/5/27,0,0,0,0,0,0,81,243,254,389,444,729,815,850,933,832,781,558,395,287,248,177,0,0
2220,2019/8/22,0,0,0,0,0,0,149,327,386,575,690,739,861,890,903,862,799,702,628,460,355,167,0,0
2221,2015/12/10,0,0,0,0,0,0,18,210,326,419,538,611,653,942,953,778,632,545,458,390,326,152,0,0
2222,2001/2/14,0,0,0,0,0,0,32,156,211,248,361,672,691,893,927,890,678,644,342,245,160,65,0,0
2223,2018/4/10,0,0,0,0,0,0,11,42,185,294,610,666,694,766,814,731,675,613,331,292,154,34,0,0
2224,2009/10/4,0,0,0,0,0,0,8,139,230,380,445,452,560,697,752,680,478,446,395,321,217,15,0,0
2225,2015/4/2,0,0,0,0,0,0,19,156,311,383,501,584,676,845,912,823,610,542,485,378,257,116,0,0
2226,2018/3/1,0,0,0,0,0,0,96,132,353,411,416,490,757,830,941,789,565,432,414,375,217,99,0,0
2227,2007/2/24,0,0,0,0,0,0,34,218,316,399,494,632,728,826,990,788,710,562,493,341,284,58,0,0
2228,2012/10/5,0,0,0,0,0,0,22,185,247,433,611,798,828,911,1000,844,822,674,549,301,241,157,0,0
2229,2004/4/12,0,0,0,0,0,0,9,89,210,262,538,551,719,823,918,762,632,541,359,228,148,82,0,0
2230,2022/8/24,0,0,0,0,0,0,89,238,398,477,518,584,633,734,970,717,585,575,490,454,345,98,0,0
2231,2008/10/13,0,0,0,0,0,0,20,75,254,307,349,439,609,659,703,634,571,354,334,295,110,69,0,0
2232,2009/12/4,0,0,0,0,0,0,3,77,317,418,514,597,908,913,923,911,706,590,503,399,79,60,0,0
2233,2019/6/3,0,0,0,0,0,0,68,274,384,476,558,582,735,806,828,749,697,574,537,455,335,270,0,0
2234,2014/9/19,0,0,0,0,0,0,280,341,378,527,631,651,787,888,954,873,700,644,540,427,372,295,0,0
2235,2017/10/26,0,0,0,0,0,0,103,280,487,678,745,775,791,905,930,862,787,769,710,634,423,183,0,0
2236,2023/11/2,0,0,0,0,0,0,26,240,276,352,476,536,584,855,944,601,543,532,376,284,249,113,0,0
2237,2021/4/9,0,0,0,0,0,0,5,53,82,326,372,486,588,748,979,705,581,449,332,197,72,16,0,0
2238,2020/11/12,0,0,0,0,0,0,9,106,299,471,760,879,915,952,994,930,902,806,574,316,210,21,0,0
2239,2007/8/22,0,0,0,0,0,0,32,67,146,270,511,545,827,968,969,927,736,514,367,226,130,44,0,0
2240,2013/4/1,0,0,0,0,0,0,12,100,142,267,365,498,660,790,821,754,605,384,278,157,139,51,0,0
2241,2001/11/20,0,0,0,0,0,0,24,324,393,507,595,677,819,843,870,829,761,621,595,422,347,118,0,0
2242,2009/9/18,0,0,0,0,0,0,65,116,225,334,488,613,724,853,988,752,669,547,346,294,165,93,0,0
2243,2017/1/25,0,0,0,0,0,0,49,357,443,482,519,605,649,941,977,660,628,526,502,464,415,164,0,0
2244,2007/9/11,0,0,0,0,0,0,72,250,399,527,584,624,674,747,795,728,630,616,553,499,373,151,0,0
2245,2016/2/2,0,0,0,0,0,0,114,313,367,506,553,735,902,974,1000,912,771,721,508,444,366,268,0,0
2246,2002/1/16,0,0,0,0,0,0,12,45,113,211,375,518,790,858,911,820,566,455,263,124,53,18,0,0
2247,2001/11/3,0,0,0,0,0,0,63,177,251,388,492,550,718,895,973,849,644,517,404,366,202,69,0,0
2248,2002/3/18,0,0,0,0,0,0,47,79,202,462,566,690,808,943,980,808,709,581,487,212,154,54,0,0
2249,2012/8/18,0,0,0,0,0,0,32,156,247,355,525,539,687,830,967,692,571,534,406,264,205,112,0,0
2250,2008/2/16,0,0,0,0,0,0,21,175,299,418,575,714,820,908,990,823,721,705,503,317,242,144,0,0
2251,2002/8/3,0,0,0,0,0,0,95,246,274,374,380,516,543,845,859,749,517,508,375,354,258,182,0,0
2252,2013/2/17,0,0,0,0,0,0,5,175,288,469,527,793,923,962,965,956,876,587,506,453,253,44,0,0
2253,2004/10/13,0,0,0,0,0,0,259,312,385,448,467,481,781,819,831,787,745,472,464,413,352,305,0,0
2254,2013/11/23,0,0,0,0,0,0,24,143,253,383,420,448,534,634,751,620,518,424,398,322,182,47,0,0
2255,2021/10/14,0,0,0,0,0,0,38,151,175,323,348,425,637,918,962,725,428,413,346,315,170,110,0,0
2256,2019/6/23,0,0,0,0,0,0,124,220,248,322,450,594,876,920,970,886,658,514,325,295,235,136,0,0
2257,2000/4/28,0,0,0,0,0,0,79,134,223,245,282,559,865,918,956,899,657,294,268,235,159,97,0,0
2258,2010/8/16,0,0,0,0,0,0,160,208,332,533,595,717,795,885,967,858,737,635,539,409,274,187,0,0
2259,2003/1/20,0,0,0,0,0,0,83,175,223,407,571,622,779,870,965,865,770,586,444,406,185,124,0,0
2260,2020/1/23,0,0,0,0,0,0,17,228,299,416,564,592,711,913,975,750,650,572,557,304,249,110,0,0
2261,2001/12/5,0,0,0,0,0,0,24,543,559,675,724,835,866,967,996,953,848,823,697,619,553,473,0,0
2262,2017/12/2,0,0,0,0,0,0,186,254,359,416,518,683,922,988,993,969,822,553,512,375,265,230,0,0
2263,2017/11/27,0,0,0,0,0,0,10,128,426,465,563,642,860,947,975,903,787,618,531,451,188,89,0,0
2264,2002/3/25,0,0,0,0,0,0,28,254,461,554,637,782,883,897,940,890,827,641,570,533,414,87,0,0
2265,2007/7/30,0,0,0,0,0,0,105,182,218,352,474,605,733,833,877,813,628,522,367,333,203,152,0,0
2266,2024/3/9,0,0,0,0,0,0,3,70,152,560,577,693,755,801,860,784,716,665,562,336,133,39,0,0
2267,2007/2/10,0,0,0,0,0,0,51,132,215,433,476,504,762,924,991,915,598,498,439,306,163,71,0,0
2268,2001/6/15,0,0,0,0,0,0,37,320,435,492,634,952,962,993,997,966,956,879,528,436,375,88,0,0
2269,2013/5/23,0,0,0,0,0,0,73,179,254,293,398,538,734,852,954,836,627,474,359,261,217,171,0,0
2270,2016/1/8,0,0,0,0,0,0,1,49,122,312,339,600,764,841,981,813,722,546,332,164,89,38,0,0
2271,2018/5/2,0,0,0,0,0,0,137,183,244,363,405,549,626,910,978,653,614,416,367,350,186,151,0,0
2272,2001/10/1,0,0,0,0,0,0,24,64,240,292,314,376,442,772,777,482,380,375,310,266,127,33,0,0
2273,2002/3/3,0,0,0,0,0,0,6,184,406,430,639,655,786,897,980,892,672,654,575,416,244,174,0,0
2274,2021/9/23,0,0,0,0,0,0,77,183,197,329,398,629,854,922,994,860,758,483,349,285,194,156,0,0
2275,2006/2/26,0,0,0,0,0,0,5,26,220,315,369,468,528,844,927,608,507,383,336,240,69,20,0,0
2276,2014/1/7,0,0,0,0,0,0,37,217,266,300,467,581,710,840,911,774,663,491,407,278,264,143,0,0
2277,2023/9/17,0,0,0,0,0,0,72,211,297,339,444,637,698,862,976,800,661,584,344,333,270,123,0,0
2278,2016/7/25,0,0,0,0,0,0,81,217,405,492,604,685,785,854,951,813,707,657,513,480,326,178,0,0
2279,2022/4/17,0,0,0,0,0,0,24,149,294,386,427,594,719,925,944,721,604,534,391,345,286,48,0,0
2280,2013/1/2,0,0,0,0,0,0,12,113,271,449,562,655,718,774,787,727,714,601,543,421,270,74,0,0
2281,2019/9/27,0,0,0,0,0,0,19,178,335,445,518,536,731,854,861,837,628,524,460,426,221,132,0,0
2282,2013/11/3,0,0,0,0,0,0,170,221,258,498,561,771,820,958,998,891,803,691,499,457,221,186,0,0
2283,2007/11/4,0,0,0,0,0,0,19,257,291,371,479,515,623,752,781,716,555,502,430,354,272,132,0,0
2284,2021/1/16,0,0,0,0,0,0,23,180,497,583,683,724,755,777,786,767,737,713,644,531,478,120,0,0
2285,2007/10/19,0,0,0,0,0,0,64,227,427,501,578,604,627,784,841,766,626,588,523,452,234,212,0,0
2286,2019/2/23,0,0,0,0,0,0,54,151,221,334,416,622,682,740,773,726,666,448,355,269,198,73,0,0
2287,2001/10/23,0,0,0,0,0,0,9,166,246,305,570,665,826,923,981,888,811,639,436,271,205,17,0,0
2288,2004/3/1,0,0,0,0,0,0,12,75,203,296,350,421,582,941,998,642,504,369,337,276,99,63,0,0
2289,2016/7/16,0,0,0,0,0,0,17,327,330,402,515,563,651,820,906,815,613,537,405,383,329,70,0,0
2290,2001/1/26,0,0,0,0,0,0,20,72,438,520,537,794,841,873,909,864,824,781,528,451,168,29,0,0
2291,2012/6/26,0,0,0,0,0,0,73,200,317,496,587,687,760,974,981,778,718,639,565,371,312,95,0,0
2292,2020/5/17,0,0,0,0,0,0,136,385,391,641,671,740,762,962,977,918,741,719,665,427,388,172,0,0
2293,2018/6/21,0,0,0,0,0,0,56,145,237,300,324,391,563,823,977,751,402,369,312,244,158,97,0,0
2294,2011/9/30,0,0,0,0,0,0,85,227,282,589,630,734,779,869,883,848,735,691,606,536,274,138,0,0
2295,2004/2/29,0,0,0,0,0,0,98,177,217,258,423,638,733,894,904,770,674,620,415,240,206,154,0,0
2296,2011/12/19,0,0,0,0,0,0,14,226,336,404,730,745,808,854,978,835,749,732,596,401,290,211,0,0
2297,2003/5/29,0,0,0,0,0,0,16,97,426,567,643,741,763,942,988,766,749,666,571,536,195,28,0,0
2298,2020/3/29,0,0,0,0,0,0,21,127,276,309,339,651,800,933,962,906,708,579,338,295,152,46,0,0
2299,2001/3/9,0,0,0,0,0,0,20,96,181,354,444,790,846,870,956,867,795,686,398,307,167,28,0,0
2300,2016/1/7,0,0,0,0,0,0,46,87,121,310,401,507,799,833,911,803,644,506,332,287,89,65,0,0
2301,2022/11/9,0,0,0,0,0,0,11,147,367,405,685,724,760,958,958,902,758,691,419,381,333,133,0,0
2302,2003/1/7,0,0,0,0,0,0,40,136,173,273,314,660,749,911,987,821,702,444,297,213,158,51,0,0
2303,2011/2/7,0,0,0,0,0,0,14,67,142,246,353,462,602,654,842,622,594,459,289,166,102,60,0,0
2304,2015/1/2,0,0,0,0,0,0,38,268,353,387,475,620,809,889,902,836,750,557,394,355,305,68,0,0
2305,2017/7/19,0,0,0,0,0,0,4,42,116,187,405,689,763,809,867,792,739,437,255,145,65,27,0,0
2306,2020/3/3,0,0,0,0,0,0,4,149,330,451,559,637,734,946,974,882,708,573,546,372,300,85,0,0
2307,2016/12/5,0,0,0,0,0,0,80,181,389,517,741,753,817,872,968,844,805,752,709,422,281,112,0,0
2308,2012/8/27,0,0,0,0,0,0,171,325,413,455,660,755,812,961,998,950,764,734,646,441,402,234,0,0
2309,2014/11/22,0,0,0,0,0,0,25,66,386,634,686,725,858,913,930,912,743,713,675,508,205,54,0,0
2310,2014/1/22,0,0,0,0,0,0,105,316,428,478,506,538,806,853,853,850,654,514,496,435,331,145,0,0
2311,2006/7/28,0,0,0,0,0,0,77,169,444,501,608,719,739,924,995,816,726,618,584,468,271,92,0,0
2312,2024/2/16,0,0,0,0,0,0,6,151,234,451,493,607,722,904,930,849,610,540,488,359,172,136,0,0
2313,2013/5/21,0,0,0,0,0,0,43,213,351,564,633,676,769,795,927,790,758,672,596,448,251,107,0,0
2314,2006/12/9,0,0,0,0,0,0,13,57,294,322,490,538,702,804,830,753,640,504,371,319,242,15,0,0
2315,2006/1/7,0,0,0,0,0,0,10,147,198,488,679,825,906,954,956,944,848,695,656,353,176,122,0,0
2316,2023/1/13,0,0,0,0,0,0,42,185,224,262,562,652,677,895,986,753,669,600,496,258,206,87,0,0
2317,2013/2/21,0,0,0,0,0,0,108,303,388,477,529,809,875,928,970,905,820,547,526,423,368,295,0,0
2318,2009/5/28,0,0,0,0,0,0,11,176,291,408,594,659,781,874,985,874,773,623,502,367,196,53,0,0
2319,2016/12/13,0,0,0,0,0,0,19,81,269,626,723,766,799,883,982,828,794,756,633,341,157,58,0,0
2320,2021/2/25,0,0,0,0,0,0,30,116,322,378,641,700,740,906,907,849,733,641,464,348,182,98,0,0
2321,2020/3/8,0,0,0,0,0,0,74,186,287,377,523,641,828,912,925,867,680,526,440,355,257,142,0,0
2322,2014/8/5,0,0,0,0,0,0,212,229,338,401,428,454,652,718,752,696,555,448,421,390,321,219,0,0
2323,2014/3/5,0,0,0,0,0,0,26,142,161,239,463,567,680,906,952,798,644,501,418,204,147,107,0,0
2324,2009/11/18,0,0,0,0,0,0,50,117,193,264,300,653,695,730,733,724,660,304,273,212,169,112,0,0
2325,2005/9/14,0,0,0,0,0,0,3,39,86,216,336,650,793,909,922,804,748,449,288,168,43,15,0,0
2326,2022/5/16,0,0,0,0,0,0,32,72,125,243,397,563,739,852,991,795,634,400,266,238,97,47,0,0
2327,2007/1/1,0,0,0,0,0,0,20,204,297,322,379,550,636,935,943,862,628,532,359,316,275,144,0,0
2328,2002/3/14,0,0,0,0,0,0,25,75,233,343,458,614,774,964,966,831,729,578,426,310,115,69,0,0
2329,2011/11/18,0,0,0,0,0,0,16,165,265,322,370,690,735,870,922,869,729,435,354,303,237,75,0,0
2330,2013/2/3,0,0,0,0,0,0,151,252,337,544,662,750,793,928,938,858,770,700,622,528,295,201,0,0
2331,2006/4/27,0,0,0,0,0,0,68,77,308,582,632,714,731,847,857,847,718,670,599,399,226,71,0,0
2332,2017/1/2,0,0,0,0,0,0,62,137,281,345,684,793,838,937,959,892,793,775,617,295,184,84,0,0
2333,2008/5/1,0,0,0,0,0,0,46,354,449,491,651,808,893,968,983,917,893,758,523,473,430,123,0,0
2334,2005/5/22,0,0,0,0,0,0,2,168,210,280,472,546,653,823,944,654,596,488,438,278,182,18,0,0
2335,2023/2/2,0,0,0,0,0,0,78,224,299,393,585,616,760,820,872,780,619,599,475,369,259,183,0,0
2336,2019/12/16,0,0,0,0,0,0,33,135,362,468,505,702,854,907,953,861,848,598,486,458,289,42,0,0
2337,2022/6/24,0,0,0,0,0,0,47,223,394,475,621,696,767,848,892,791,750,649,611,468,382,132,0,0
2338,2007/9/17,0,0,0,0,0,0,4,27,117,173,372,763,792,859,877,827,788,409,369,129,112,13,0,0
2339,2007/2/12,0,0,0,0,0,0,4,167,290,315,516,644,727,991,992,819,645,539,457,297,281,53,0,0
2340,2000/5/3,0,0,0,0,0,0,118,240,300,488,535,734,804,837,930,807,773,694,507,486,266,233,0,0
2341,2019/11/28,0,0,0,0,0,0,1,281,301,392,445,532,592,766,928,605,575,519,418,390,300,176,0,0
2342,2010/6/5,0,0,0,0,0,0,1,103,252,345,443,640,678,956,991,935,643,592,346,342,230,86,0,0
2343,2016/6/14,0,0,0,0,0,0,9,32,137,221,335,361,558,629,852,575,524,337,308,215,78,10,0,0
2344,2014/2/25,0,0,0,0,0,0,10,68,194,230,460,628,675,895,960,794,646,516,286,200,182,56,0,0
2345,2006/3/17,0,0,0,0,0,0,73,179,257,289,443,594,756,918,938,799,712,565,429,271,253,82,0,0
2346,2023/12/7,0,0,0,0,0,0,128,267,350,481,534,639,719,821,894,805,697,562,508,424,298,194,0,0
2347,2002/11/14,0,0,0,0,0,0,15,166,242,298,516,877,917,938,946,932,886,593,462,273,230,40,0,0
2348,2010/12/7,0,0,0,0,0,0,196,256,417,576,628,681,778,884,952,841,739,670,589,550,259,253,0,0
2349,2004/12/30,0,0,0,0,0,0,81,270,384,421,491,707,794,840,864,816,747,644,458,416,352,212,0,0
2350,2000/4/23,0,0,0,0,0,0,38,131,370,573,651,794,927,976,993,942,802,682,609,434,197,71,0,0
2351,2022/1/17,0,0,0,0,0,0,96,268,506,605,693,757,840,926,965,859,795,745,614,582,451,96,0,0
2352,2015/6/26,0,0,0,0,0,0,31,225,550,592,638,749,869,949,963,891,783,719,592,584,367,86,0,0
2353,2015/4/14,0,0,0,0,0,0,14,208,276,444,805,862,914,932,948,929,887,820,778,366,225,95,0,0
2354,2011/1/9,0,0,0,0,0,0,2,135,185,328,689,734,773,894,918,799,767,700,433,246,165,43,0,0
2355,2014/2/13,0,0,0,0,0,0,268,290,384,521,589,755,798,986,991,899,760,621,586,505,310,286,0,0
2356,2004/6/19,0,0,0,0,0,0,32,79,146,350,402,629,787,974,987,870,733,579,402,251,108,59,0,0
2357,2019/6/3,0,0,0,0,0,0,263,331,367,422,598,802,830,921,987,857,825,658,534,408,344,289,0,0
2358,2007/10/8,0,0,0,0,0,0,7,79,97,235,316,541,595,867,965,674,571,345,307,211,86,45,0,0
2359,2019/9/20,0,0,0,0,0,0,64,206,272,435,545,700,796,961,980,851,720,628,456,405,270,166,0,0
2360,2018/1/17,0,0,0,0,0,0,54,118,328,483,568,588,859,961,998,871,670,576,566,419,311,55,0,0
2361,2022/11/18,0,0,0,0,0,0,66,99,230,254,423,527,729,930,953,834,560,463,380,244,147,69,0,0
2362,2010/12/27,0,0,0,0,0,0,10,214,229,399,591,602,708,900,981,738,707,595,576,288,223,202,0,0
2363,2011/5/15,0,0,0,0,0,0,71,230,356,392,516,638,809,855,935,810,783,521,498,365,339,131,0,0
2364,2014/3/2,0,0,0,0,0,0,156,210,285,323,582,680,759,820,938,780,708,630,535,286,259,198,0,0
2365,2015/2/4,0,0,0,0,0,0,229,364,405,451,561,601,864,944,990,868,728,592,519,439,375,363,0,0
2366,2023/11/15,0,0,0,0,0,0,57,164,254,323,366,465,628,834,986,783,585,451,342,273,227,142,0,0
2367,2006/2/13,0,0,0,0,0,0,178,358,362,508,588,685,854,947,974,870,778,666,578,483,362,200,0,0
